type	px	py	v	yaw_angle	yaw_rate	vx	vy	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
R	9.8882	-11.594	-2.70119	1.5873	-0.363633	0.0445877	-2.70082	9.79654	-11.5922	9.8	-11.6	-0.998566	-2.9957	0.501725
L	9.85761	-11.738	-2.70529	1.5477	-0.382976	-0.0624754	-2.70456	9.75592	-11.7487	9.75	-11.75	-0.998566	-2.99569	0.611479
R	9.85785	-11.8873	-2.7082	1.5336	-0.372718	-0.100707	-2.70633	9.77699	-11.9246	9.75	-11.9	0	-2.73084	0.190953
L	9.82877	-12.0413	-2.71172	1.4985	-0.385773	-0.195882	-2.70464	9.75861	-12.0491	9.75	-12.05	0	-2.73085	0.291999
R	9.75449	-12.1848	-2.69549	1.41206	-0.472644	-0.426077	-2.6616	9.63743	-12.1863	9.65	-12.2	-1.81598	-2.72396	7.3019
L	9.69032	-12.3385	-2.70193	1.36079	-0.494952	-0.563263	-2.64256	9.56514	-12.3446	9.55	-12.35	-1.81597	-2.72396	0.916048
R	9.55148	-12.4715	-2.68443	1.21819	-0.650166	-0.927058	-2.51927	9.47157	-12.4849	9.45	-12.45	-1.82132	-1.82133	19.8862
L	9.46536	-12.6039	-2.68289	1.16152	-0.669321	-1.06764	-2.46131	9.34752	-12.5408	9.35	-12.55	-1.82131	-1.82131	0.979119
R	9.3732	-12.7327	-2.68142	1.09067	-0.71475	-1.23852	-2.37825	9.32154	-12.7193	9.3	-12.65	-0.908038	-1.81606	1.41488
L	9.29096	-12.8477	-2.67145	1.04279	-0.723952	-1.34592	-2.30763	9.24151	-12.7411	9.25	-12.75	-0.908029	-1.81605	0.706786
R	9.09091	-12.9362	-2.66971	0.859803	-0.918314	-1.74222	-2.02288	9.04013	-12.7738	9.05	-12.85	-3.64007	-1.82004	26.2575
L	8.96118	-13.0326	-2.66803	0.788622	-0.936805	-1.88049	-1.89266	8.83995	-12.9425	8.85	-12.95	-3.64007	-1.82003	1.2315
R	8.80375	-13.1013	-2.67649	0.667356	-1.03777	-2.10228	-1.65651	8.73518	-13.0163	8.75	-13	-1.9959	-0.997948	6.72669
L	8.68532	-13.1625	-2.66615	0.604306	-1.04961	-2.19397	-1.51488	8.6395	-13.0341	8.65	-13.05	-1.9959	-0.997948	0.956778
R	8.51507	-13.2139	-2.67631	0.483517	-1.13569	-2.36951	-1.2442	8.48414	-13.0416	8.5	-13.1	-2.73149	-0.910502	5.23926
L	8.37489	-13.26	-2.6676	0.410703	-1.14691	-2.44577	-1.06505	8.34268	-13.1451	8.35	-13.15	-2.73146	-0.910485	0.736124
R	8.23007	-13.306	-2.66901	0.335756	-1.16217	-2.51997	-0.879393	8.19497	-13.1991	8.2	-13.2	-2.72385	-0.907955	0.270039
L	8.08411	-13.3336	-2.66227	0.26205	-1.17242	-2.57138	-0.689691	8.06107	-13.2364	8.05	-13.25	-2.72383	-0.907947	0.519793
R	7.91886	-13.3409	-2.6725	0.158889	-1.22478	-2.63883	-0.422847	7.88931	-13.1791	7.9	-13.25	-2.72673	0	2.27041
L	7.76948	-13.3415	-2.66567	0.0811666	-1.23575	-2.6569	-0.216126	7.75593	-13.2425	7.75	-13.25	-2.72673	0	0.524112
R	7.61099	-13.3295	-2.67204	-0.00922353	-1.26454	-2.67192	0.0246453	7.52542	-13.1457	7.6	-13.25	-2.72991	0	1.02584
L	7.46202	-13.3086	-2.66782	-0.0876197	-1.27359	-2.65759	0.233455	7.44992	-13.2329	7.45	-13.25	-2.72991	0	0.31127
R	7.2886	-13.2407	-2.70148	-0.224342	-1.36512	-2.63378	0.600983	7.19347	-13.1392	7.25	-13.2	-3.63887	0.909723	8.69156
L	7.13353	-13.1955	-2.70858	-0.305385	-1.36806	-2.58326	0.814363	7.05468	-13.1604	7.05	-13.15	-3.63887	0.909723	0.383535
R	7.00753	-13.1802	-2.67433	-0.333091	-1.30017	-2.52734	0.874416	6.90569	-13.1515	6.9	-13.15	-2.72312	0	6.78901
L	6.85232	-13.1307	-2.68944	-0.403172	-1.29383	-2.4738	1.05517	6.73255	-13.1364	6.75	-13.15	-2.72312	0	0.736026
R	6.74015	-13.1174	-2.65914	-0.419834	-1.23005	-2.42821	1.08389	6.69426	-13.3705	6.6	-13.15	-3.00475	0	5.84338
L	6.59355	-13.0794	-2.68261	-0.46683	-1.20959	-2.39557	1.20733	6.42749	-13.1436	6.45	-13.15	-3.00472	0	1.66637
R	6.47809	-13.0431	-2.66382	-0.497907	-1.17059	-2.34039	1.27221	6.4246	-13.2048	6.35	-13.1	-1.9976	0.998786	2.31155
L	6.34514	-12.9942	-2.67771	-0.54225	-1.15349	-2.2936	1.38187	6.2503	-13.0552	6.25	-13.05	-1.99758	0.998786	0.689607
R	6.22122	-12.9402	-2.66201	-0.580454	-1.12157	-2.22601	1.45985	6.162	-13.1569	6.1	-13	-2.72732	0.909111	1.78773
L	6.07608	-12.8784	-2.67946	-0.622616	-1.09894	-2.17667	1.56256	5.95166	-12.9396	5.95	-12.95	-2.72732	0.909111	1.05536
R	5.95543	-12.8088	-2.66477	-0.661674	-1.07038	-2.10241	1.63734	5.78184	-12.8825	5.8	-12.9	-2.72895	0.909657	1.6217
L	5.80534	-12.7497	-2.68612	-0.689107	-1.0362	-2.07319	1.70797	5.64785	-12.8416	5.65	-12.85	-2.72896	0.909648	1.87878
R	5.68957	-12.6572	-2.69021	-0.742939	-1.03381	-1.98129	1.81981	5.54035	-12.7925	5.55	-12.75	-1.81808	1.81809	0.286105
L	5.55272	-12.582	-2.70468	-0.773137	-1.00594	-1.9358	1.8889	5.43842	-12.6552	5.45	-12.65	-1.81809	1.81809	1.0664
R	5.44499	-12.4749	-2.71384	-0.830092	-1.01	-1.83132	2.0028	5.33087	-12.5965	5.3	-12.55	-2.7236	1.81575	0.462093
L	5.29949	-12.3941	-2.73571	-0.849464	-0.971851	-1.80662	2.05432	5.12059	-12.4527	5.15	-12.45	-2.72358	1.81572	2.03984
R	5.19817	-12.3023	-2.71894	-0.883835	-0.95045	-1.72433	2.10222	5.13793	-12.5907	5.05	-12.35	-1.81967	1.81966	1.66666
L	5.07305	-12.2035	-2.73302	-0.911801	-0.925107	-1.67349	2.16075	4.95241	-12.2277	4.95	-12.25	-1.81967	1.81967	0.873524
R	4.97753	-12.0711	-2.75832	-0.971316	-0.938165	-1.55628	2.27735	4.81467	-12.1072	4.85	-12.1	-1.81844	2.72766	2.09763
L	4.86414	-11.9569	-2.77145	-1.00201	-0.916168	-1.49274	2.3351	4.75144	-11.9561	4.75	-11.95	-1.81844	2.72767	0.720678
R	4.78696	-11.8402	-2.74284	-1.04059	-0.899237	-1.3871	2.36625	4.6829	-11.7433	4.7	-11.85	-0.909557	1.8191	3.90138
L	4.70255	-11.7184	-2.74361	-1.07975	-0.889341	-1.29375	2.41942	4.67603	-11.7496	4.65	-11.75	-0.909553	1.81911	0.101756
R	4.63331	-11.5871	-2.74163	-1.1264	-0.887162	-1.17866	2.47534	4.61619	-11.6508	4.6	-11.6	-0.907782	2.72335	0.047921
L	4.56567	-11.4507	-2.74425	-1.17143	-0.883069	-1.06705	2.5283	4.5432	-11.4431	4.55	-11.45	-0.907778	2.72334	0.0308625
R	4.48992	-11.289	-2.79989	-1.2198	-0.882608	-0.962708	2.62918	4.48104	-11.1618	4.5	-11.25	-0.910253	3.64099	10.2548
L	4.44673	-11.1319	-2.80561	-1.27608	-0.88925	-0.814948	2.68464	4.44374	-11.0696	4.45	-11.05	-0.910253	3.64099	0.205068
R	4.44756	-10.9946	-2.7466	-1.34877	-0.91864	-0.604821	2.67918	4.46178	-10.9843	4.45	-10.95	0	1.81804	13.6657
L	4.424	-10.8479	-2.74358	-1.40257	-0.922315	-0.459359	2.70485	4.4464	-10.8663	4.45	-10.85	0	1.81805	0.0439686
R	4.4528	-10.7157	-2.69056	-1.48805	-0.968646	-0.222375	2.68135	4.60972	-11.1274	4.45	-10.75	0	1.81614	10.4242
L	4.43927	-10.5779	-2.68442	-1.53557	-0.964014	-0.0945426	2.68276	4.43858	-10.6346	4.45	-10.65	0	1.81614	0.167398
R	4.38565	-10.4296	-2.71598	-1.54146	-0.903499	-0.0796616	2.71481	4.43099	-10.4242	4.45	-10.45	0	3.6396	6.87961
L	4.40214	-10.2732	-2.71896	-1.60393	-0.915433	0.0900652	2.71746	4.44616	-10.2449	4.45	-10.25	0	3.6396	0.164736
R	4.43156	-10.124	-2.71223	-1.6722	-0.937174	0.274569	2.6983	4.52156	-10.1192	4.5	-10.1	0.910021	2.73005	0.528549
L	4.47698	-9.96869	-2.71629	-1.74263	-0.954785	0.464461	2.67628	4.55225	-9.94382	4.55	-9.95	0.910013	2.73003	0.376708
R	4.48724	-9.83092	-2.7251	-1.77269	-0.929922	0.546451	2.66975	4.5897	-9.73456	4.6	-9.8	0.999085	2.99725	0.964173
L	4.54872	-9.68957	-2.73237	-1.84071	-0.949148	0.728585	2.63344	4.64586	-9.65356	4.65	-9.65	0.99908	2.99724	0.625044
R	4.64075	-9.54547	-2.72978	-1.9426	-1.01272	0.991724	2.54326	4.61159	-9.38621	4.7	-9.55	0.910095	1.82021	3.5562
L	4.70841	-9.41296	-2.72625	-2.00463	-1.01943	1.14599	2.47369	4.7442	-9.45683	4.75	-9.45	0.910091	1.82018	0.167716
R	4.75311	-9.2867	-2.72807	-2.03759	-0.994916	1.22771	2.43621	4.80746	-9.23434	4.85	-9.3	1.99828	2.99743	0.495171
L	4.84289	-9.16507	-2.73427	-2.10348	-1.00849	1.3886	2.35542	4.94202	-9.15915	4.95	-9.15	1.99826	2.99739	0.550651
R	4.87595	-9.02634	-2.73117	-2.10366	-0.933488	1.38745	2.3525	5.03379	-9.03255	5	-9	0.908384	2.72514	4.36282
L	4.97552	-8.89244	-2.74229	-2.16605	-0.941136	1.53766	2.27063	5.06039	-8.84271	5.05	-8.85	0.908384	2.72514	0.520206
R	5.08868	-8.77809	-2.74513	-2.24358	-0.973419	1.71067	2.14693	5.21058	-8.83852	5.15	-8.75	1.81679	1.8168	0.800308
L	5.20031	-8.6624	-2.75074	-2.30532	-0.979526	1.84363	2.04147	5.26598	-8.6555	5.25	-8.65	1.81679	1.8168	0.236075
R	5.26605	-8.53606	-2.74268	-2.31165	-0.914344	1.85109	2.0238	5.33786	-8.49992	5.35	-8.5	1.82017	2.73024	3.00536
L	5.38066	-8.41995	-2.75308	-2.365	-0.914826	1.96379	1.9295	5.43516	-8.36367	5.45	-8.35	1.82015	2.73022	0.316972
R	5.47905	-8.30818	-2.75076	-2.39693	-0.887942	2.02268	1.86426	5.58025	-8.28767	5.55	-8.25	1.81852	1.81852	0.6815
L	5.60168	-8.20385	-2.75882	-2.44847	-0.88857	2.12223	1.76273	5.65225	-8.1686	5.65	-8.15	1.8185	1.8185	0.196692
R	5.70917	-8.1021	-2.75413	-2.47855	-0.860095	2.1706	1.6952	5.83663	-8.14888	5.75	-8.05	1.81752	1.81753	0.90876
L	5.8269	-8.00283	-2.75809	-2.52083	-0.85489	2.24352	1.60426	5.81186	-7.95139	5.85	-7.95	1.81752	1.81752	0.150706
R	5.9275	-7.89998	-2.74723	-2.53207	-0.80297	2.25251	1.57273	5.99151	-7.92468	5.95	-7.85	1.8194	1.8194	2.22422
L	6.05111	-7.80616	-2.75256	-2.57117	-0.797538	2.31676	1.48635	6.04627	-7.74932	6.05	-7.75	1.81941	1.8194	0.170969
R	6.11557	-7.66919	-2.72632	-2.52078	-0.663656	2.21761	1.5859	6.05883	-7.47931	6.15	-7.6	1.81742	2.72613	14.0121
L	6.24035	-7.5615	-2.74098	-2.54767	-0.652555	2.27159	1.53391	6.26179	-7.43797	6.25	-7.45	1.8174	2.72611	0.825031
R	6.36637	-7.47231	-2.74526	-2.58101	-0.650547	2.32509	1.45959	6.3458	-7.29797	6.4	-7.35	2.7248	1.81653	0.366596
L	6.50176	-7.37056	-2.76321	-2.60786	-0.639724	2.37889	1.40578	6.55234	-7.24441	6.55	-7.25	2.72477	1.81651	0.968349
R	6.6259	-7.28344	-2.76193	-2.62889	-0.620105	2.40681	1.35483	6.61964	-7.17343	6.65	-7.2	1.81957	0.909789	0.388196
L	6.75674	-7.20134	-2.76554	-2.65745	-0.614743	2.44771	1.28721	6.74556	-7.15305	6.75	-7.15	1.81957	0.909785	0.131894
R	6.88275	-7.11847	-2.76186	-2.67226	-0.587047	2.46322	1.24917	6.91901	-7.04822	6.9	-7.05	2.72946	1.81964	0.661465
L	7.02472	-7.033	-2.77583	-2.69663	-0.578097	2.50555	1.19477	7.06886	-6.94012	7.05	-6.95	2.72946	1.81964	0.560004
R	7.12339	-6.91944	-2.75256	-2.65688	-0.473055	2.43548	1.28258	7.12574	-6.81829	7.15	-6.85	1.81554	1.81554	9.33692
L	7.25659	-6.83039	-2.76106	-2.67226	-0.462517	2.46251	1.24881	7.25262	-6.73852	7.25	-6.75	1.81554	1.81554	0.458761
R	7.35696	-6.71715	-2.74144	-2.63342	-0.368814	2.39502	1.33393	7.30586	-6.61905	7.35	-6.65	1.82007	1.82007	7.33065
L	7.48412	-6.62536	-2.74691	-2.64227	-0.358089	2.41153	1.31532	7.45762	-6.53827	7.45	-6.55	1.82005	1.82005	0.451268
R	7.629	-6.56687	-2.75538	-2.68402	-0.392369	2.47193	1.21724	7.59546	-6.48319	7.6	-6.5	2.72628	0.908764	1.22785
L	7.7622	-6.49151	-2.7573	-2.69969	-0.386935	2.49243	1.17919	7.74315	-6.44913	7.75	-6.45	2.72628	0.908764	0.117467
R	7.88179	-6.40675	-2.74545	-2.6894	-0.340282	2.46951	1.19959	7.8486	-6.40709	7.85	-6.4	1.81656	0.908285	1.9719
L	8.01025	-6.34159	-2.73951	-2.70612	-0.339009	2.48384	1.15562	7.9584	-6.34152	7.95	-6.35	1.81656	0.908281	0.137668
R	8.13233	-6.26217	-2.73025	-2.7007	-0.304423	2.46916	1.16512	8.05398	-6.23227	8.1	-6.25	2.73006	1.82003	1.11768
L	8.26532	-6.18937	-2.73215	-2.71145	-0.298922	2.48328	1.1393	8.24773	-6.1485	8.25	-6.15	2.73005	1.82003	0.108471
R	8.39587	-6.11585	-2.73074	-2.71666	-0.284954	2.48789	1.12576	8.32369	-5.98136	8.4	-6.05	2.72692	1.81795	0.36695
L	8.5348	-6.03242	-2.74153	-2.72048	-0.273552	2.50202	1.12066	8.55156	-5.93992	8.55	-5.95	2.7269	1.81794	0.48719
R	8.64438	-5.92998	-2.72423	-2.67935	-0.192112	2.43833	1.21489	8.63806	-5.84559	8.65	-5.85	1.81844	1.81844	6.02105
L	8.77481	-5.84145	-2.73046	-2.67685	-0.179956	2.44085	1.22378	8.7543	-5.75242	8.75	-5.75	1.81843	1.81843	0.463453
R	8.9104	-5.76942	-2.73269	-2.68191	-0.173026	2.44901	1.21241	9.00947	-5.71389	8.9	-5.65	2.72464	1.81643	0.16805
L	9.04641	-5.67066	-2.7469	-2.67376	-0.156424	2.45174	1.23872	9.06113	-5.54128	9.05	-5.55	2.72465	1.81643	0.942468
R	9.15698	-5.5647	-2.73465	-2.63313	-0.0863831	2.38869	1.33133	9.13937	-5.44533	9.15	-5.45	1.81916	1.81918	4.25378
L	9.28143	-5.45962	-2.74275	-2.61874	-0.0688266	2.37631	1.36961	9.24452	-5.3352	9.25	-5.35	1.81916	1.81916	0.938285
R	9.39822	-5.36579	-2.73715	-2.60071	-0.0397855	2.34642	1.40935	9.26221	-5.25032	9.35	-5.3	1.81895	0.909466	0.925183
L	9.51494	-5.28153	-2.73086	-2.59629	-0.0339529	2.3348	1.41643	9.43645	-5.25801	9.45	-5.25	1.81894	0.90947	0.348063
R	9.61006	-5.15739	-2.71425	-2.52987	0.0669424	2.22205	1.55873	9.71784	-5.19928	9.55	-5.1	1.81986	2.72981	9.48878
L	9.71968	-5.04662	-2.71626	-2.50982	0.0816804	2.19198	1.60415	9.64908	-4.9531	9.65	-4.95	1.81987	2.72981	0.752121
R	9.81863	-4.93116	-2.70911	-2.47081	0.129054	2.12215	1.68398	9.67182	-4.82288	9.75	-4.85	1.81736	1.81735	1.95738
L	9.92468	-4.81905	-2.71065	-2.45096	0.140454	2.08948	1.72676	9.86682	-4.74721	9.85	-4.75	1.81736	1.81735	0.465511
R	10.0217	-4.70269	-2.70571	-2.41445	0.180726	2.02137	1.79859	9.94653	-4.64316	9.95	-4.65	1.81806	1.81805	1.29305
L	10.1231	-4.59053	-2.70558	-2.39531	0.188929	1.98648	1.83685	10.0706	-4.54316	10.05	-4.55	1.81805	1.81805	0.270394
R	10.2678	-4.52561	-2.71636	-2.44152	0.108003	2.07745	1.75008	10.4074	-4.52899	10.2	-4.45	2.72609	1.8174	5.24944
L	10.3751	-4.41324	-2.72017	-2.42573	0.116591	2.05244	1.78516	10.3431	-4.35107	10.35	-4.35	2.72606	1.81737	0.270329
R	10.4239	-4.2494	-2.70155	-2.31638	0.264893	1.83273	1.98481	10.3837	-4.17982	10.4	-4.2	0.908945	2.72688	18.3359
L	10.5134	-4.12512	-2.70264	-2.29139	0.274104	1.78329	2.0308	10.4578	-4.07071	10.45	-4.05	0.908953	2.72687	0.329586
R	10.621	-4.02263	-2.70504	-2.29586	0.244084	1.79394	2.0246	10.5531	-3.94939	10.55	-3.95	1.81903	1.81904	0.917741
L	10.7067	-3.89618	-2.70583	-2.27142	0.253786	1.74443	2.06844	10.6424	-3.84126	10.65	-3.85	1.81902	1.81903	0.387962
R	10.7924	-3.77308	-2.7052	-2.2489	0.262643	1.69702	2.10671	10.6157	-3.63689	10.75	-3.7	1.81931	2.72896	0.579684
L	10.8784	-3.6344	-2.71502	-2.22226	0.272831	1.64625	2.15897	10.8572	-3.53957	10.85	-3.55	1.81931	2.72896	0.519768
R	10.9272	-3.49698	-2.7123	-2.16263	0.336879	1.51315	2.25099	10.8149	-3.35552	10.9	-3.4	0.999745	2.99928	3.26671
L	10.99	-3.3583	-2.72175	-2.1304	0.34973	1.44483	2.30659	10.9372	-3.24816	10.95	-3.25	0.999754	2.99928	0.816207
R	11.0945	-3.24987	-2.72405	-2.15602	0.280546	1.50472	2.27073	10.9078	-3.10703	11.05	-3.15	1.81764	1.81765	4.89133
L	11.1688	-3.11171	-2.72849	-2.13249	0.287318	1.45325	2.30927	11.135	-3.05697	11.15	-3.05	1.81763	1.81764	0.226164
R	11.2176	-2.96288	-2.72656	-2.07656	0.344178	1.32095	2.3852	11.1507	-2.87978	11.2	-2.9	0.909657	2.72896	2.52294
L	11.2822	-2.8153	-2.73425	-2.04884	0.351338	1.25788	2.42772	11.2571	-2.74346	11.25	-2.75	0.909648	2.72893	0.3158
R	11.2306	-2.62182	-2.73022	-1.87405	0.581305	0.815328	2.60564	11.2614	-2.58697	11.2	-2.6	-0.998725	2.99617	41.9155
L	11.2496	-2.482	-2.72722	-1.83279	0.592137	0.706374	2.63415	11.1393	-2.45312	11.15	-2.45	-0.998725	2.99616	0.68617
R	11.3039	-2.34655	-2.72484	-1.82697	0.551668	0.690421	2.63592	11.2346	-2.28949	11.2	-2.3	0.908813	2.72643	1.43766
L	11.3237	-2.19347	-2.724	-1.78658	0.56048	0.583256	2.66083	11.239	-2.16508	11.25	-2.15	0.908805	2.7264	0.424267
R	11.3688	-2.05413	-2.72085	-1.78195	0.518937	0.570252	2.66042	11.1623	-1.9797	11.3	-2	0.909855	2.72956	2.16256
L	11.3884	-1.89794	-2.72506	-1.74614	0.524765	0.475374	2.68328	11.3424	-1.85113	11.35	-1.85	0.909847	2.72953	0.231328
